path,repo_map_tag,mission_tier,referenced_by,risk_notes,suggested_next_step
archive/docs/methodology/archive/identify_corpus/2026-04-26/O3_conversion_funnel_guardian.csv,X,P1,basename(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O3_conversion_funnel_striker.csv,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O3_conversion_rolling_aegis.csv,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O3_conversion_rolling_guardian.csv,X,P1,basename(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O3_conversion_rolling_striker.csv,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O4_bar_corr_rolling.csv,X,P1,basename(3),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O4_bar_corr_static.csv,X,P1,basename(3),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O4_simultaneous_adverse_windows.csv,X,P1,basename(5),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O5_filter_forensics_aegis_block_EOM.csv,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O5_filter_forensics_aegis_block_Fri.csv,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O5_filter_forensics_aegis_block_H11_or_1045.csv,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O5_filter_forensics_aegis_block_Thu.csv,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O5_filter_forensics_aegis_block_TueH10.csv,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O5_filter_forensics_aegis_block_lowATR.csv,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O5_filter_forensics_guardian_block_Fri.csv,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O5_filter_forensics_guardian_block_MonH08.csv,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O5_filter_forensics_guardian_block_MonH09.csv,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O5_filter_forensics_guardian_block_MonH12.csv,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O5_filter_forensics_guardian_block_ThuH12.csv,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O5_filter_forensics_guardian_block_TueH08.csv,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O5_filter_forensics_guardian_block_TueH12.csv,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O5_filter_forensics_guardian_block_Wed.csv,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O5_filter_forensics_striker_block_Mon.csv,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O5_filter_forensics_striker_block_Thu.csv,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O5_filter_forensics_striker_block_Wed.csv,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O5_filter_forensics_striker_block_atrNotExpanding.csv,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O6_regime_features_US30USD.csv,X,P1,basename(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O6_regime_features_USDJPY.csv,X,P1,basename(2),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O6_regime_features_XAUUSD.csv,X,P1,basename(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O7_slippage_realism_aegis.csv,X,P1,basename(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O7_slippage_realism_guardian.csv,X,P1,basename(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/O7_slippage_realism_striker.csv,X,P1,basename(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/README.md,X,P1,path_string(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/phase0_log.json,X,P1,basename(6),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-26/resolved_tz.json,X,P1,basename(3),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-27/q_a_aegis_panel_mechanism_gated.md,X,P1,path_string(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-29/q_a1_1_pepperstone_quintile.md,X,P1,basename(2),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-29/q_a1_2_pepperstone_q5_drilldown.md,X,P1,basename(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/identify_corpus/2026-04-29/q_a1_pepperstone_replication.md,X,P1,basename(3),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/msee/_active_paths_2026-05-07/analysis_msee/daily_strategy_returns.csv,X,P1,basename(10),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/msee/_active_paths_2026-05-07/analysis_msee/daily_strategy_returns.json,X,P1,basename(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/msee/_active_paths_2026-05-07/analysis_msee/daily_strategy_returns.py,X,P1,basename(3),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/msee/_active_paths_2026-05-07/analysis_msee/watch_2026-04-27.json,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/msee/_active_paths_2026-05-07/analysis_msee/watch_2026-04-27.md,X,P1,basename(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/msee/_active_paths_2026-05-07/msee_watchlist.py,X,P1,basename(6),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/msee/findings/2026-04-27_phase1_H3_H10_H4.md,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/msee/findings/2026-04-27_phase2_H6c.md,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/msee/findings/2026-04-27_phase3_H5.md,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/msee/findings/2026-04-27_phase4_5_H2_H6_H7.md,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/msee/findings/2026-04-27_phase6_H1_H9.md,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/msee/findings/2026-04-27_phase7_8_H8_watchlist.md,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/msee/framework.md,X,P1,basename(4),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/msee/open_questions.md,X,P1,basename(17),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/msee/watch_list.md,X,P1,path_string(2),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/mvd.md,X,P1,path_string(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/overlays/guardian_conflict_risk.md,X,P1,path_string(7),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/scripts/audnzd_phase1_clean.py,X,P1,basename(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/scripts/audnzd_phase1_fetch.py,X,P1,basename(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/scripts/audnzd_phase1_verify.py,X,P1,basename(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/scripts/audnzd_phase1_xref.py,X,P1,basename(2),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/scripts/audnzd_phase2_structural.py,X,P1,basename(2),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/scripts/audnzd_phase3_backtest.py,X,P1,basename(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/scripts/audnzd_phase3_plots.py,X,P1,basename(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/scripts/identify/2026-04-26/common.py,X,P1,basename(2),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/scripts/identify/2026-04-26/filters.py,X,P1,basename(3),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/scripts/identify/2026-04-26/notice_scan.py,X,P1,basename(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/scripts/identify/2026-04-26/o1_counterfactual.py,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/scripts/identify/2026-04-26/o2_trade_paths.py,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/scripts/identify/2026-04-26/o3_conversion_funnel.py,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/scripts/identify/2026-04-26/o4_bar_correlation.py,X,P1,basename(3),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/scripts/identify/2026-04-26/o5_filter_forensics.py,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/scripts/identify/2026-04-26/o6_regime_features.py,X,P1,—,archived_tag_X,externalize_or_delete_after_audit
archive/docs/methodology/archive/scripts/identify/2026-04-26/o7_slippage_realism.py,X,P1,basename(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/scripts/identify/2026-04-26/phase0_discovery.py,X,P1,basename(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/scripts/var_alloc_inquire/__init__.py,X,P1,basename(2),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/scripts/var_alloc_inquire/dd_state_mc.py,X,P1,basename(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/archive/scripts/var_alloc_inquire/var_alloc_mc.py,X,P1,basename(3),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/findings/2026-05-06_dj30_event_clustering.md,X,P1,basename(3),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/findings/2026-05-06_dj30_gap_magnitude.md,X,P1,path_string(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/findings/2026-05-06_dj30_stop_cap.md,X,P1,basename(2),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/gate_audits/2026-05-06_q-dj30-2_pre_reg_amend.md,X,P1,basename(7),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/methodology/gate_audits/2026-05-06_q-dj30-3_basis_sanity_substitution.md,X,P1,basename(1),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/docs/striker_nas100/q_nas_2_capture_plan.md,X,P1,path_string(2),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
archive/scripts/run_v55_validation.py,X,P1,path_string(2),archived_tag_X; has_textual_refs,externalize_or_delete_after_audit
cli.py,A,P0,path_string(14),has_textual_refs,keep
csv_parser.py,A,P0,path_string(3),has_textual_refs,keep
data/audits/issue_54_ulp_audit.json,A,P2,path_string(2),has_textual_refs,deprecate_merge_or_archive
data/audits/issue_54_ulp_audit.md,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
data/bar_data/SHA256SUMS,A,P2,path_string(4),has_textual_refs,deprecate_merge_or_archive
data/external/SHA256SUMS,A,P2,path_string(4),has_textual_refs,deprecate_merge_or_archive
data/reconciles/2026-05-05_guardian_n_reconcile.md,A,P0,path_string(6),has_textual_refs,keep
data/tv_exports/oanda/SHA256SUMS,A,P2,path_string(5),has_textual_refs,deprecate_merge_or_archive
data/tv_exports/pepperstone/SHA256SUMS,A,P0,path_string(6),has_textual_refs,keep
dd_protection.py,A,P0,path_string(67),has_textual_refs,keep
docs/adr/2026-03-01-aegis-session-selection.md,A,P0,path_string(1),immutable_doc_policy; has_textual_refs,keep
docs/adr/2026-04-17-dd-trigger-calibration.md,A,P0,—,immutable_doc_policy,keep
docs/adr/2026-04-17-equity-tier-deletion.md,A,P0,—,immutable_doc_policy,keep
docs/adr/2026-04-17-guardian-v5.1-architecture.md,A,P0,—,immutable_doc_policy,keep
docs/adr/2026-04-17-portfolio-allocations.md,A,P0,—,immutable_doc_policy,keep
docs/adr/2026-04-17-striker-v4.3-pyramid.md,A,P0,path_string(1),immutable_doc_policy; has_textual_refs,keep
docs/adr/2026-04-23-guardian-risk-relock-0.34.md,A,P0,path_string(5),immutable_doc_policy; has_textual_refs,keep
docs/adr/2026-04-24-mvd-discipline.md,A,P0,path_string(7),immutable_doc_policy; has_textual_refs,keep
docs/adr/2026-04-25-mvd-retrofit.md,A,P0,path_string(1),immutable_doc_policy; has_textual_refs,keep
docs/adr/2026-05-03-sentinel-gate-decision.md,A,P0,path_string(2),immutable_doc_policy; has_textual_refs,keep
docs/adr/2026-05-08-dd-trigger-c2-relock.md,A,P0,path_string(7),immutable_doc_policy; has_textual_refs,keep
docs/adr/2026-05-10-dd-protection-ulp-rounding.md,A,P0,path_string(8),immutable_doc_policy; has_textual_refs,keep
docs/adr/2026-05-10-manifest-integrity-gate.md,A,P0,path_string(2),immutable_doc_policy; has_textual_refs,keep
docs/adr/2026-05-10-mc-c2-anchor-ratification.md,A,P0,path_string(1),immutable_doc_policy; has_textual_refs,keep
docs/audits/2026-05-08-guardian-v55-indicator-strategy-diff.md,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/briefs/2026-05-10-historical-dd-reeval.md,A,P2,—,—,deprecate_merge_or_archive
docs/briefs/2026-05-10-pr59-manifest-drift-rca.md,A,P2,path_string(2),has_textual_refs,deprecate_merge_or_archive
docs/briefs/Q-DDP-1/_plot_pareto_frontier.py,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/briefs/Q-DDP-1/_run_regime_robustness.py,A,P2,path_string(4),has_textual_refs,deprecate_merge_or_archive
docs/briefs/Q-DDP-1/anchor_reconciliation.md,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/briefs/Q-DDP-1/drag_rebaseline.md,A,P2,basename(2),has_textual_refs,deprecate_merge_or_archive
docs/briefs/Q-DDP-1/pareto_frontier.png,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/briefs/Q-DDP-1/pareto_frontier.svg,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/briefs/Q-DDP-1/recommendation.md,A,P2,path_string(10),has_textual_refs,deprecate_merge_or_archive
docs/briefs/Q-DDP-1/regime_robustness.csv,A,P2,path_string(2),has_textual_refs,deprecate_merge_or_archive
docs/briefs/Q-DDP-1/rule0_reconciliation.md,A,P2,basename(1),has_textual_refs,deprecate_merge_or_archive
docs/briefs/Q-DDP-1/sweep_results.csv,A,P2,path_string(2),has_textual_refs,deprecate_merge_or_archive
docs/briefs/Q-MCFP-1/H5_replay_log.md,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/briefs/Q-MCFP-1/closure.md,A,P2,path_string(4),has_textual_refs,deprecate_merge_or_archive
docs/briefs/bust_attribution_flip.md,A,P2,path_string(6),has_textual_refs,deprecate_merge_or_archive
docs/briefs/striker_nas100_q_nas_1_results.md,A,P2,path_string(4),has_textual_refs,deprecate_merge_or_archive
docs/briefs/striker_nas100_q_nas_3_mc_addition.md,A,P2,path_string(7),has_textual_refs,deprecate_merge_or_archive
docs/historical/portfolio_mc_2026-04-20_aegis_2pct_sensitivity.md,A,P0,—,immutable_doc_policy,keep
docs/historical/portfolio_mc_2026-04-20_v5.4_v4.4_v4.2.md,A,P0,basename(1),immutable_doc_policy; has_textual_refs,keep
docs/historical/v5_5_validation_halt_2026-04-21.md,A,P0,path_string(1),immutable_doc_policy; has_textual_refs,keep
docs/methodology/1r_estimation.md,A,P2,path_string(8),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-02_eurusd_m15_lnyo_g2_inquire_entry.md,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-02_eurusd_m15_lnyo_inquire_entry.md,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-02_eurusd_m15_lnyo_notice.md,A,P2,path_string(9),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-02_oanda_stage1_aegis.md,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-02_oanda_stage1_guardian.md,A,P2,—,—,deprecate_merge_or_archive
docs/methodology/findings/2026-05-02_oanda_stage1_striker.md,A,P2,—,—,deprecate_merge_or_archive
docs/methodology/findings/2026-05-02_usoil_15min_characterization.md,A,P2,path_string(4),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-02_usoil_acf.png,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-02_usoil_cost_floor.png,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-02_usoil_eia_event.png,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-02_usoil_feed_reconciliation.md,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-02_usoil_hurst.png,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-02_usoil_intraday_atr.png,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-02_usoil_phase1_results.json,A,P2,path_string(2),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-02_usoil_phase2_validation.md,A,P2,basename(3),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-02_usoil_phase3_directional.md,A,P2,path_string(2),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-02_usoil_phase3_results.json,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-02_usoil_q3_bar_sign.png,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-02_usoil_q3_donchian.png,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-02_usoil_q3_dow_gate.png,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-02_usoil_q3_pf_decomp.png,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-02_usoil_vr.png,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-03_gbpusd_m15_lon_g1_inquire_entry.md,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-03_gbpusd_m15_lon_notice.md,A,P2,path_string(2),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-03_usdchf_h4_sentinel_gate.md,A,P2,path_string(4),has_textual_refs,deprecate_merge_or_archive
docs/methodology/findings/2026-05-07_brief_authoring_drifted_from_codebase_shape.md,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/methodology/lessons/methodology_lessons.md,A,P2,path_string(5),has_textual_refs,deprecate_merge_or_archive
docs/methodology/observation_routing.md,A,P2,path_string(28),has_textual_refs,deprecate_merge_or_archive
docs/methodology/regime_robustness_gate.md,A,P2,path_string(8),has_textual_refs,deprecate_merge_or_archive
docs/methodology_audit/cluster_001_postmortem_template.md,U,P2,—,—,deprecate_merge_or_archive
docs/notion/repo_context.md,A,P2,path_string(5),has_textual_refs,deprecate_merge_or_archive
docs/operational_rules.md,A,P0,path_string(10),has_textual_refs,keep
docs/rule_0.md,A,P0,path_string(18),has_textual_refs,keep
docs/spec/issue_54_survey_brief.md,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/superpowers/plans/2026-05-10-fxify-rule-validator.md,U,P2,—,—,deprecate_merge_or_archive
docs/superpowers/specs/2026-05-10-fxify-rule-validator-design.md,U,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/templates/bust_analysis.md,A,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
docs/templates/calibration_brief.md,A,P2,path_string(2),has_textual_refs,deprecate_merge_or_archive
docs/templates/lock_decision.md,A,P2,path_string(2),has_textual_refs,deprecate_merge_or_archive
firm_rules.py,A,P0,path_string(22),has_textual_refs,keep
fxify_rule_validator.py,A,P2,path_string(8),has_textual_refs,deprecate_merge_or_archive
lib/mvd.py,A,P0,path_string(13),has_textual_refs,keep
lib/nonlinear.py,A,P0,path_string(2),has_textual_refs,keep
lib/oanda.py,A,P0,path_string(2),has_textual_refs,keep
lib/oanda_creds.py,A,P0,path_string(2),has_textual_refs,keep
lib/tearsheet.py,A,P0,path_string(1),has_textual_refs,keep
live_journal/data/.gitkeep,U,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
live_journal/references/execution_lessons.md,A,P0,path_string(3),has_textual_refs,keep
live_journal/scripts/journal_review.py,A,P0,path_string(3),has_textual_refs,keep
live_journal/scripts/m7_anticipation_gap_backfill.py,A,P0,path_string(3),has_textual_refs,keep
mc_runs/baseline_prefix_pepperstone.txt,A,P2,—,—,deprecate_merge_or_archive
mc_runs/postfix_seeds_42_123_2026.txt,A,P2,—,—,deprecate_merge_or_archive
mc_runs/postfix_seeds_fresh.txt,A,P2,—,—,deprecate_merge_or_archive
portfolio_mc.py,A,P0,path_string(71),has_textual_refs,keep
pyproject.toml,A,P0,path_string(5),has_textual_refs,keep
scripts/build_us_releases.py,A,P0,path_string(1),has_textual_refs,keep
scripts/check_data_manifests.py,U,P0,path_string(7),has_textual_refs,keep
scripts/dryrun_aegis_v4_3.py,U,P2,path_string(2),has_textual_refs,deprecate_merge_or_archive
scripts/fetch_oanda_bars.py,A,P0,path_string(6),has_textual_refs,keep
scripts/githooks/pre-commit,U,P2,path_string(3),has_textual_refs,deprecate_merge_or_archive
scripts/install_hooks.bat,U,P2,path_string(2),has_textual_refs,deprecate_merge_or_archive
scripts/install_hooks.sh,U,P2,path_string(4),has_textual_refs,deprecate_merge_or_archive
scripts/lock_event_hook.py,A,P0,path_string(5),has_textual_refs,keep
scripts/replay_state_h5.py,U,P2,path_string(3),has_textual_refs,deprecate_merge_or_archive
strategies/MANIFEST.sha256,A,P0,path_string(4),has_textual_refs,keep
strategies/aegis/aegis_CHANGELOG.md,A,P0,path_string(4),has_textual_refs,keep
strategies/guardian/LOCK.md,A,P0,path_string(1),has_textual_refs,keep
strategies/guardian/guardian_CHANGELOG.md,A,P0,path_string(3),has_textual_refs,keep
strategies/nas/striker_nas100_CHANGELOG.md,A,P0,path_string(4),has_textual_refs,keep
strategies/striker/striker_CHANGELOG.md,A,P0,path_string(5),has_textual_refs,keep
tests/test_dd_protection.py,A,P0,path_string(1),has_textual_refs,keep
tests/test_fxify_rule_validator.py,A,P0,path_string(3),has_textual_refs,keep
tests/test_mc_anchors.py,A,P0,path_string(22),has_textual_refs,keep
tests/test_mc_fp_boundaries.py,A,P0,path_string(1),has_textual_refs,keep
tests/test_mvd_selfchecks.py,A,P0,path_string(1),has_textual_refs,keep
tests/test_nonlinear.py,A,P0,basename(1),has_textual_refs,keep
tests/test_oanda.py,A,P0,basename(1),has_textual_refs,keep
tests/test_oanda_gate.py,A,P0,basename(1),has_textual_refs,keep
tests/test_tearsheet.py,A,P0,basename(1),has_textual_refs,keep
tests/test_tv_export_loader.py,A,P0,path_string(2),has_textual_refs,keep
weekly_review_feeder/.env.example,U,P2,basename(1),has_textual_refs,deprecate_merge_or_archive
weekly_review_feeder/README.md,U,P2,basename(13),has_textual_refs,deprecate_merge_or_archive
weekly_review_feeder/WIRING_NOTES.md,U,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
weekly_review_feeder/pyproject.toml,U,P2,basename(5),has_textual_refs,deprecate_merge_or_archive
weekly_review_feeder/requirements.txt,U,P2,basename(1),has_textual_refs,deprecate_merge_or_archive
weekly_review_feeder/tests/__init__.py,U,P2,basename(2),has_textual_refs,deprecate_merge_or_archive
weekly_review_feeder/tests/fixtures/README.md,U,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
weekly_review_feeder/tests/fixtures/aegis_v4_3.csv,U,P2,basename(3),has_textual_refs,deprecate_merge_or_archive
weekly_review_feeder/tests/fixtures/guardian_gold_v5_5.csv,U,P2,basename(3),has_textual_refs,deprecate_merge_or_archive
weekly_review_feeder/tests/fixtures/striker_dj30_v4_5.csv,U,P2,basename(3),has_textual_refs,deprecate_merge_or_archive
weekly_review_feeder/tests/fixtures/striker_nas100_v1.csv,U,P2,basename(3),has_textual_refs,deprecate_merge_or_archive
weekly_review_feeder/tests/fixtures/w19_dxtrade_fills.csv,U,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
weekly_review_feeder/tests/fixtures/w19_expected.json,U,P2,basename(2),has_textual_refs,deprecate_merge_or_archive
weekly_review_feeder/tests/test_mc_wrapper.py,U,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
weekly_review_feeder/tests/test_w19.py,U,P2,basename(2),has_textual_refs,deprecate_merge_or_archive
weekly_review_feeder/weekly_review_feeder/__init__.py,U,P2,basename(2),has_textual_refs,deprecate_merge_or_archive
weekly_review_feeder/weekly_review_feeder/__main__.py,U,P2,basename(2),has_textual_refs,deprecate_merge_or_archive
weekly_review_feeder/weekly_review_feeder/backtest_parser.py,U,P2,basename(2),has_textual_refs,deprecate_merge_or_archive
weekly_review_feeder/weekly_review_feeder/compute.py,U,P2,basename(4),has_textual_refs,deprecate_merge_or_archive
weekly_review_feeder/weekly_review_feeder/config.py,U,P2,basename(2),has_textual_refs,deprecate_merge_or_archive
weekly_review_feeder/weekly_review_feeder/dd_wrapper.py,U,P2,path_string(1),has_textual_refs,deprecate_merge_or_archive
